letter,font,min_x,min_y,max_x,max_y
C,PingFangHK-Regular,435,460,564,608
C,PingFangSC-Regular,435,460,564,608
C,PingFangTC-Regular,435,460,564,608
C,PlantagenetCherokee,439,431,562,572
C,PoplarStd,455,426,544,577
C,PrestigeEliteStd-Bd,455,443,546,568
C,Raanana,438,437,559,575
C,RaananaBold,435,434,562,575
C,Roboto-Regular,446,448,556,594
C,Rockwell-Regular,428,418,573,570
C,RosewoodStd-Regular,454,434,561,586
C,STHeitiSC-Medium,428,424,572,577
C,STHeitiTC-Medium,428,424,572,577
C,STIXGeneral-Regular,438,470,559,608
C,STIXIntegralsD-Regular,441,570,558,722
C,STIXIntegralsSm-Regular,441,457,558,609
C,STIXIntegralsUp-Regular,441,457,558,609
C,STIXIntegralsUpD-Regular,441,570,558,722
C,STIXIntegralsUpSm-Regular,441,457,558,609
C,STIXNonUnicode-Regular,441,496,558,648
C,STIXSizeFiveSym-Regular,441,447,558,599
C,STIXSizeFourSym-Regular,441,612,558,764
C,STIXSizeOneSym-Regular,441,510,558,662
C,STIXSizeThreeSym-Regular,441,612,558,764
C,STIXSizeTwoSym-Regular,441,561,558,713
C,STIXVariants-Regular,441,457,558,609
C,STSong,445,447,557,577
C,STSongti-SC-Regular,445,467,557,597
C,Sana,441,426,558,578
C,Sathu,444,434,557,595
C,SavoyeLetPlain,454,438,544,571
C,Seravek,447,457,551,595
C,ShreeDev0714,438,442,564,596
C,SignPainter-HouseScript,460,443,556,571
C,Silom,449,446,549,595
C,SinhalaMN,434,457,564,592
C,SinhalaSangamMN,440,463,559,606
C,Skia-Regular,455,446,551,579
C,SnellRoundhand,461,451,597,597
C,StencilStd,438,422,557,577
C,SukhumvitSet-Medium,451,474,549,612
C,Superclarendon-Regular,428,446,571,601
C,Symbol,441,422,558,574
C,Tahoma,446,453,556,603
C,TamilMN,434,457,564,592
C,TamilSangamMN,440,436,559,579
C,TektonPro-Bold,450,436,549,571
C,TeluguMN,434,457,564,592
C,TeluguSangamMN,436,448,564,602
C,Thonburi,444,452,557,613
C,Times-Roman,438,440,559,578
C,TimesNewRomanPS-BoldMT,435,454,561,592
C,TimesNewRomanPSMT,440,454,559,592
C,TrajanPro-Regular,432,421,568,578
C,Trattatello,465,500,536,621
C,Trebuchet-BoldItalic,450,448,559,596
C,TrebuchetMS,447,448,551,596
C,Verdana,441,453,561,603
C,Waseem,441,441,558,593
C,WaseemLight,441,441,558,593
C,Webdings,400,434,599,619
C,Wingdings-Regular,449,441,551,566
C,Wingdings2,422,462,577,544
C,Wingdings3,427,448,572,556
C,Yantramanav-Regular,453,464,549,595
C,ZapfDingbatsITC,441,433,558,585
C,Zapfino,426,465,667,692
D,ACaslonPro-Regular,424,431,573,574
D,AGaramondPro-Regular,430,440,568,574
D,AdobeArabic-Regular,449,482,548,574
D,AdobeDevanagari-Regular,438,451,558,571
D,AdobeFanHeitiStd-Bold,445,433,562,589
D,AdobeFangsongStd-Regular,440,440,558,587
D,AdobeGothicStd-Bold,444,433,562,589
D,AdobeHebrew-Regular,430,440,567,572
D,AdobeHeitiStd-Regular,445,433,562,589
D,AdobeKaitiStd-Regular,439,440,558,587
D,AdobeMingStd-Light,437,441,558,587
D,AdobeMyungjoStd-Medium,432,444,563,587
D,AdobeNaskh-Medium,448,467,545,560
D,AdobeSongStd-Light,432,462,564,587
D,AlBayan,443,455,564,599
D,AlNile,443,438,564,582
D,AlTarikh,443,411,564,555
D,AmericanTypewriter,430,456,564,591
D,AndaleMono,460,453,547,590
D,Apple-Chancery,427,476,587,613
D,AppleBraille,455,427,552,578
D,AppleColorEmoji,455,448,552,599
D,AppleGothic,443,433,558,589
D,AppleMyungjo,430,442,568,586
D,AppleSDGothicNeo-Regular,452,447,555,581
D,AppleSymbols,460,459,543,566
D,Arial-Black,437,467,568,610
D,ArialHebrew,443,428,564,572
D,ArialHebrewScholar,443,428,564,572
D,ArialMT,443,447,561,590
D,ArialNarrow,453,450,550,593
D,ArialRoundedMTBold,441,451,564,594
D,ArialUnicodeMS,444,463,562,606
D,Athelas-Regular,433,457,566,588
D,Avenir-Black,438,458,568,599
D,AvenirNext-Regular,442,458,564,599
D,AvenirNextCondensed-Regular,462,458,543,599
D,Ayuthaya,455,455,552,606
D,Baghdad,443,447,564,591
D,BanglaMN,433,458,573,605
D,BanglaSangamMN,449,445,558,581
D,Baskerville,428,456,565,589
D,Beirut,439,432,570,576
D,BigCaslon-Medium,423,449,579,593
D,BirchStd,468,425,528,574
D,BlackoakStd,318,425,676,574
D,BodoniOrnamentsITCTT,474,429,536,601
D,BodoniSvtyTwoITCTT-Book,432,455,562,593
D,BodoniSvtyTwoOSITCTT-Book,432,455,562,593
D,BodoniSvtyTwoSCITCTT-Book,432,455,562,593
D,BradleyHandITCTT-Bold,434,483,558,591
D,BrushScriptMT,431,461,561,592
D,BrushScriptStd,430,429,589,571
D,Chalkboard,438,466,554,602
D,ChalkboardSE-Regular,436,482,555,618
D,Chalkduster,434,456,561,605
D,Champagne&Limousines,453,445,551,583
D,ChaparralPro-Regular,440,443,559,574
D,CharlemagneStd-Bold,415,430,583,571
D,Charter-Black,427,463,570,597
D,Cochin,424,457,574,590
D,ComicSansMS,445,459,562,620
D,CooperBlackStd,418,429,579,571
D,Copperplate,442,471,561,576
D,CorsivaHebrew,443,418,564,562
D,Courier,449,460,551,576
D,CourierNewPS-BoldMT,442,465,550,583
D,CourierNewPSMT,455,469,551,583
D,DINAlternate-Bold,452,451,552,593
D,DINCondensed-Bold,466,429,532,571
D,Damascus,443,413,564,557
D,DamascusBold,439,413,570,557
D,DamascusLight,443,413,564,557
D,DamascusMedium,439,413,570,557
D,DamascusSemiBold,439,413,570,557
D,DecoTypeNaskh,443,473,564,617
D,DevanagariMT,431,460,565,592
D,DevanagariSangamMN,449,456,558,592
D,Didot,425,452,566,595
D,DiwanKufi,443,495,564,639
D,DiwanMishafi,443,434,564,578
D,DiwanMishafiGold,443,434,564,578
D,DiwanThuluth,443,457,564,601
D,EuphemiaUCAS,448,457,553,609
D,Farah,443,431,564,575
D,Farisi,443,466,564,610
D,Futura-Medium,445,453,561,603
D,GB18030Bitmap,455,461,552,612
D,GeezaPro,443,445,564,589
D,Geneva,444,448,560,599
D,Georgia,434,453,567,591
D,GiddyupStd,446,440,556,569
D,GillSans,440,455,565,591
D,GujaratiMT,431,458,565,590
D,GujaratiSangamMN,438,437,572,604
D,GurmukhiMN,441,465,564,594
D,GurmukhiSangamMN,449,463,558,599
D,Helvetica,444,433,562,576
D,HelveticaNeue,445,453,563,595
D,Herculanum,453,459,540,582
D,HiraKakuPro-W3,439,434,565,587
D,HiraKakuProN-W3,439,434,565,587
D,HiraKakuStd-W8,426,427,577,594
D,HiraKakuStdN-W8,426,427,577,594
D,HiraMaruPro-W4,440,433,566,589
D,HiraMaruProN-W4,440,433,566,589
D,HiraMinPro-W3,431,436,563,581
D,HiraMinProN-W3,431,436,563,581
D,HiraginoSans-W3,439,434,565,587
D,HiraginoSansGB-W3,439,434,565,587
D,HoboStd,443,419,561,585
D,HoeflerText-Regular,422,435,573,574
D,ITFDevanagari-Book,431,472,565,604
D,ITFDevanagariMarathi-Book,431,472,565,604
D,Impact,453,442,548,600
D,InaiMathi,453,452,549,584
D,IowanOldStyle-Black,415,464,582,604
D,Kailasa,443,440,564,584
D,KannadaMN,443,460,562,589
D,KannadaSangamMN,449,461,558,597
D,Kefa-Regular,442,460,555,594
D,KhmerMN,447,483,557,598
D,KhmerSangamMN,446,473,557,611
D,KohinoorBangla-Regular,454,464,552,604
D,KohinoorDevanagari-Regular,454,464,552,604
D,KohinoorTelugu-Regular,454,464,552,604
D,Kokonor,427,469,587,606
D,KozGoPr6N-Regular,446,434,563,589
D,KozGoPro-Regular,446,434,563,589
D,KozMinPr6N-Regular,439,440,558,587
D,KozMinPro-Regular,439,440,558,587
D,Krungthep,449,452,549,601
D,KufiStandardGK,443,450,564,594
D,LaoMN,441,460,564,589
D,LaoSangamMN,449,464,558,600
D,LetterGothicStd,464,431,543,574
D,LithosPro-Regular,445,433,570,573
D,Lucida Bright Demibold,425,451,571,595
D,Lucida Bright Demibold Italic,425,451,588,595
D,Lucida Bright Italic,427,451,583,595
D,Lucida Bright Regular,427,451,565,595
D,Lucida Sans Demibold,439,451,570,595
D,Lucida Sans Regular,443,450,564,594
D,Lucida Sans Typewriter Bold,448,450,556,594
D,Lucida Sans Typewriter Regular,452,451,552,595
D,LucidaBright,427,451,565,595
D,LucidaGrande,443,452,564,596
D,LucidaSans,443,450,564,594
D,Luminari-Regular,419,448,575,603
D,MalayalamMN,441,471,564,600
D,MalayalamSangamMN,449,445,558,581
D,Marion-Regular,433,436,565,569
D,MarkerFelt-Thin,459,424,546,595
D,Menlo-Regular,453,447,547,592
D,MesquiteStd,472,424,526,577
D,MicrosoftSansSerif,444,449,562,592
D,MinionPro-Regular,433,443,564,572
D,Monaco,455,448,552,599
D,MonotypeGurmukhi,443,442,564,586
D,Montserrat-Regular,439,457,571,596
D,Mshtakan,431,457,565,589
D,MshtakanBold,430,454,565,589
D,MshtakanBoldOblique,421,456,567,589
D,MshtakanOblique,426,459,568,589
D,Muna,443,429,564,573
D,MunaBlack,439,429,570,573
D,MunaBold,439,429,570,573
D,MyanmarMN,441,468,564,597
D,MyanmarSangamMN,449,456,558,592
D,MyriadArabic-Regular,462,471,541,568
D,MyriadHebrew-Regular,448,439,558,576
D,MyriadPro-Regular,448,439,558,576
D,Nadeem,443,447,564,591
D,NewPeninimMT,443,428,564,572
D,Noteworthy-Light,445,454,555,634
D,NotoNastaliqUrdu,443,546,564,690
D,NuevaStd-Cond,458,443,537,568
D,OCRAStd,450,422,549,577
D,Optima-Regular,440,455,566,592
D,OratorStd,463,433,541,566
D,OriyaMN,441,460,564,589
D,OriyaSangamMN,441,445,568,604
D,PTMono-Regular,456,447,550,590
D,PTSans-Regular,452,448,554,591
D,PTSerif-Regular,434,460,560,603
D,Palatino-Roman,425,444,569,582
D,Papyrus,426,461,575,597
D,Phosphate-Inline,444,460,559,593
D,PingFangHK-Regular,443,463,561,605
D,PingFangSC-Regular,443,463,561,605
D,PingFangTC-Regular,443,463,561,605
D,PlantagenetCherokee,431,435,566,571
D,PoplarStd,456,427,544,576
D,PrestigeEliteStd-Bd,448,446,546,567
D,Raanana,431,439,565,571
D,RaananaBold,430,436,565,571
D,Roboto-Regular,450,450,553,592
D,Rockwell-Regular,423,420,568,567
D,RosewoodStd-Regular,447,435,567,585
D,STHeitiSC-Medium,442,427,565,573
D,STHeitiTC-Medium,442,427,565,573
D,STIXGeneral-Regular,431,473,564,605
D,STIXIntegralsD-Regular,443,574,564,718
D,STIXIntegralsSm-Regular,443,461,564,605
D,STIXIntegralsUp-Regular,443,461,564,605
D,STIXIntegralsUpD-Regular,443,574,564,718
D,STIXIntegralsUpSm-Regular,443,461,564,605
D,STIXNonUnicode-Regular,443,500,564,644
D,STIXSizeFiveSym-Regular,443,451,564,595
D,STIXSizeFourSym-Regular,443,616,564,760
D,STIXSizeOneSym-Regular,443,514,564,658
D,STIXSizeThreeSym-Regular,443,616,564,760
D,STIXSizeTwoSym-Regular,443,565,564,709
D,STIXVariants-Regular,443,461,564,605
D,STSong,425,446,567,574
D,STSongti-SC-Regular,425,466,567,594
D,Sana,443,430,564,574
D,Sathu,444,439,561,590
D,SavoyeLetPlain,426,438,558,572
D,Seravek,448,459,560,592
D,ShreeDev0714,446,445,561,592
D,SignPainter-HouseScript,454,445,554,572
D,Silom,449,446,549,595
D,SinhalaMN,441,460,564,589
D,SinhalaSangamMN,449,466,558,602
D,Skia-Regular,449,447,559,578
D,SnellRoundhand,435,446,609,597
D,StencilStd,432,425,566,574
D,SukhumvitSet-Medium,451,476,556,610
D,Superclarendon-Regular,423,449,574,597
D,Symbol,443,426,564,570
D,Tahoma,446,455,561,600
D,TamilMN,441,460,564,589
D,TamilSangamMN,449,439,558,575
D,TektonPro-Bold,449,437,555,570
D,TeluguMN,441,460,564,589
D,TeluguSangamMN,445,452,562,598
D,Thonburi,444,457,561,608
D,Times-Roman,431,442,565,574
D,TimesNewRomanPS-BoldMT,430,457,563,589
D,TimesNewRomanPSMT,431,457,564,589
D,TrajanPro-Regular,426,424,578,577
D,Trattatello,434,504,563,617
D,Trebuchet-BoldItalic,441,448,562,593
D,TrebuchetMS,453,450,553,593
D,Verdana,442,455,565,600
D,Waseem,443,445,564,589
D,WaseemLight,443,445,564,589
D,Webdings,400,433,599,619
D,Wingdings-Regular,449,468,551,593
D,Wingdings2,422,462,577,544
D,Wingdings3,427,448,572,592
D,Yantramanav-Regular,456,466,551,593
D,ZapfDingbatsITC,443,437,564,581
D,Zapfino,389,464,665,691
E,ACaslonPro-Regular,440,431,562,574
E,AGaramondPro-Regular,447,440,556,573
E,AdobeArabic-Regular,462,482,538,574
E,AdobeDevanagari-Regular,452,451,548,571
E,AdobeFanHeitiStd-Bold,463,435,546,587
E,AdobeFangsongStd-Regular,451,440,550,587
E,AdobeGothicStd-Bold,461,434,546,587
E,AdobeHebrew-Regular,446,440,553,572
E,AdobeHeitiStd-Regular,463,435,546,587
E,AdobeKaitiStd-Regular,450,440,550,587
E,AdobeMingStd-Light,437,441,563,587
E,AdobeMyungjoStd-Medium,436,444,559,587
E,AdobeNaskh-Medium,458,466,539,559
E,AdobeSongStd-Light,450,462,551,587
E,AlBayan,464,455,549,599
E,AlNile,464,438,549,582
E,AlTarikh,464,411,549,555
E,AmericanTypewriter,436,456,555,591
E,AndaleMono,465,453,536,590
E,Apple-Chancery,429,479,578,615
E,AppleBraille,459,427,541,578
E,AppleColorEmoji,459,448,541,599
E,AppleGothic,450,433,548,589
E,AppleMyungjo,439,442,560,586
E,AppleSDGothicNeo-Regular,462,447,542,581
E,AppleSymbols,469,459,533,566
E,Arial-Black,442,467,563,610
E,ArialHebrew,464,428,549,572
E,ArialHebrewScholar,464,428,549,572
E,ArialMT,448,447,555,590
E,ArialNarrow,458,450,545,593
E,ArialRoundedMTBold,448,451,558,594
E,ArialUnicodeMS,448,463,555,606
E,Athelas-Regular,449,456,554,588
E,Avenir-Black,452,458,552,599
E,AvenirNext-Regular,459,458,549,599
E,AvenirNextCondensed-Regular,474,458,533,599
E,Ayuthaya,459,455,541,606
E,Baghdad,464,447,549,591
E,BanglaMN,454,458,556,605
E,BanglaSangamMN,455,445,549,581
E,Baskerville,444,457,556,589
E,Beirut,458,432,552,576
E,BigCaslon-Medium,437,450,569,593
E,BirchStd,471,425,525,574
E,BlackoakStd,326,425,674,574
E,BodoniOrnamentsITCTT,483,429,517,615
E,BodoniSvtyTwoITCTT-Book,447,454,554,595
E,BodoniSvtyTwoOSITCTT-Book,447,454,554,595
E,BodoniSvtyTwoSCITCTT-Book,447,454,554,595
E,BradleyHandITCTT-Bold,451,476,559,588
E,BrushScriptMT,444,454,568,603
E,BrushScriptStd,434,431,579,585
E,Chalkboard,454,465,544,597
E,ChalkboardSE-Regular,453,481,545,613
E,Chalkduster,431,453,572,603
E,Champagne&Limousines,466,445,534,583
E,ChaparralPro-Regular,454,443,547,574
E,CharlemagneStd-Bold,445,419,549,585
E,Charter-Black,440,463,556,597
E,Cochin,439,459,570,590
E,ComicSansMS,451,454,556,620
E,CooperBlackStd,429,426,570,573
E,Copperplate,450,467,553,580
E,CorsivaHebrew,464,418,549,562
E,Courier,446,460,545,575
E,CourierNewPS-BoldMT,442,465,550,583
E,CourierNewPSMT,448,469,544,583
E,DINAlternate-Bold,459,451,549,593
E,DINCondensed-Bold,472,429,533,571
E,Damascus,464,413,549,557
E,DamascusBold,458,413,552,557
E,DamascusLight,464,413,549,557
E,DamascusMedium,458,413,552,557
E,DamascusSemiBold,458,413,552,557
E,DecoTypeNaskh,464,473,549,617
E,DevanagariMT,441,460,558,592
E,DevanagariSangamMN,455,456,549,592
E,Didot,436,452,557,594
E,DiwanKufi,464,495,549,639
E,DiwanMishafi,464,434,549,578
E,DiwanMishafiGold,464,434,549,578
E,DiwanThuluth,464,457,549,601
E,EuphemiaUCAS,460,457,545,609
E,Farah,464,431,549,575
E,Farisi,464,466,549,610
E,Futura-Medium,461,453,544,603
E,GB18030Bitmap,459,461,541,612
E,GeezaPro,464,445,549,589
E,Geneva,456,448,547,599
E,Georgia,443,453,561,591
E,GiddyupStd,453,431,544,573
E,GillSans,465,455,544,591
E,GujaratiMT,441,458,558,590
E,GujaratiSangamMN,445,437,560,604
E,GurmukhiMN,459,465,549,594
E,GurmukhiSangamMN,455,463,549,599
E,Helvetica,450,433,556,576
E,HelveticaNeue,454,453,553,595
E,Herculanum,473,459,535,584
E,HiraKakuPro-W3,451,433,554,588
E,HiraKakuProN-W3,451,433,554,588
E,HiraKakuStd-W8,439,426,564,595
E,HiraKakuStdN-W8,439,426,564,595
E,HiraMaruPro-W4,452,433,557,589
E,HiraMaruProN-W4,452,433,557,589
E,HiraMinPro-W3,444,436,552,581
E,HiraMinProN-W3,444,436,552,581
E,HiraginoSans-W3,451,433,554,588
E,HiraginoSansGB-W3,451,433,554,588
E,HoboStd,450,419,557,585
E,HoeflerText-Regular,440,435,562,574
E,ITFDevanagari-Book,441,472,558,604
E,ITFDevanagariMarathi-Book,441,472,558,604
E,Impact,466,442,537,600
E,InaiMathi,460,452,542,584
E,IowanOldStyle-Black,431,464,571,603
E,Kailasa,464,440,549,584
E,KannadaMN,461,460,547,589
E,KannadaSangamMN,455,461,549,597
E,Kefa-Regular,451,460,552,594
E,KhmerMN,463,483,543,598
E,KhmerSangamMN,454,473,549,611
E,KohinoorBangla-Regular,465,464,542,604
E,KohinoorDevanagari-Regular,465,464,542,604
E,KohinoorTelugu-Regular,465,464,542,604
E,Kokonor,429,472,578,608
E,KozGoPr6N-Regular,465,435,545,587
E,KozGoPro-Regular,465,435,545,587
E,KozMinPr6N-Regular,450,440,550,587
E,KozMinPro-Regular,450,440,550,587
E,Krungthep,458,452,541,601
E,KufiStandardGK,464,450,549,594
E,LaoMN,459,460,549,589
E,LaoSangamMN,455,464,549,600
E,LetterGothicStd,470,431,541,574
E,LithosPro-Regular,472,429,539,574
E,Lucida Bright Demibold,444,451,554,595
E,Lucida Bright Demibold Italic,444,451,578,595
E,Lucida Bright Italic,447,451,575,595
E,Lucida Bright Regular,447,451,551,595
E,Lucida Sans Demibold,458,451,552,595
E,Lucida Sans Regular,464,450,549,594
E,Lucida Sans Typewriter Bold,456,450,551,594
E,Lucida Sans Typewriter Regular,461,451,550,595
E,LucidaBright,447,451,551,595
E,LucidaGrande,464,452,549,596
E,LucidaSans,464,450,549,594
E,Luminari-Regular,438,435,572,609
E,MalayalamMN,459,471,549,600
E,MalayalamSangamMN,455,445,549,581
E,Marion-Regular,445,437,558,569
E,MarkerFelt-Thin,466,422,541,593
E,Menlo-Regular,459,447,547,592
E,MesquiteStd,476,424,523,577
E,MicrosoftSansSerif,449,449,555,592
E,MinionPro-Regular,448,443,552,572
E,Monaco,459,448,541,599
E,MonotypeGurmukhi,464,442,549,586
E,Montserrat-Regular,455,457,554,596
E,Mshtakan,441,457,558,589
E,MshtakanBold,436,454,561,589
E,MshtakanBoldOblique,427,456,563,589
E,MshtakanOblique,438,459,565,589
E,Muna,464,429,549,573
E,MunaBlack,458,429,552,573
E,MunaBold,458,429,552,573
E,MyanmarMN,459,468,549,597
E,MyanmarSangamMN,455,456,549,592
E,MyriadArabic-Regular,475,471,529,567
E,MyriadHebrew-Regular,466,440,541,574
E,MyriadPro-Regular,466,440,541,574
E,Nadeem,464,447,549,591
E,NewPeninimMT,464,428,549,572
E,Noteworthy-Light,449,455,555,633
E,NotoNastaliqUrdu,464,546,549,690
E,NuevaStd-Cond,469,444,534,568
E,OCRAStd,450,422,549,577
E,Optima-Regular,468,455,540,592
E,OratorStd,471,433,536,566
E,OriyaMN,459,460,549,589
E,OriyaSangamMN,448,445,558,604
E,PTMono-Regular,461,449,544,588
E,PTSans-Regular,463,450,540,589
E,PTSerif-Regular,447,462,546,601
E,Palatino-Roman,443,444,552,582
E,Papyrus,441,462,568,596
E,Phosphate-Inline,461,460,540,593
E,PingFangHK-Regular,450,463,554,605
E,PingFangSC-Regular,450,463,554,605
E,PingFangTC-Regular,450,463,554,605
E,PlantagenetCherokee,445,434,556,571
E,PoplarStd,462,427,537,576
E,PrestigeEliteStd-Bd,448,446,546,565
E,Raanana,441,439,558,571
E,RaananaBold,436,436,561,571
E,Roboto-Regular,459,450,549,592
E,Rockwell-Regular,437,420,559,567
E,RosewoodStd-Regular,456,435,556,585
E,STHeitiSC-Medium,462,427,547,573
E,STHeitiTC-Medium,462,427,547,573
E,STIXGeneral-Regular,441,473,558,605
E,STIXIntegralsD-Regular,464,574,549,718
E,STIXIntegralsSm-Regular,464,461,549,605
E,STIXIntegralsUp-Regular,464,461,549,605
E,STIXIntegralsUpD-Regular,464,574,549,718
E,STIXIntegralsUpSm-Regular,464,461,549,605
E,STIXNonUnicode-Regular,464,500,549,644
E,STIXSizeFiveSym-Regular,464,451,549,595
E,STIXSizeFourSym-Regular,464,616,549,760
E,STIXSizeOneSym-Regular,464,514,549,658
E,STIXSizeThreeSym-Regular,464,616,549,760
E,STIXSizeTwoSym-Regular,464,565,549,709
E,STIXVariants-Regular,464,461,549,605
E,STSong,438,448,560,574
E,STSongti-SC-Regular,438,468,560,594
E,Sana,464,430,549,574
E,Sathu,456,439,547,590
E,SavoyeLetPlain,450,438,558,571
E,Seravek,465,459,539,592
E,ShreeDev0714,458,445,554,592
E,SignPainter-HouseScript,459,447,565,574
E,Silom,458,446,541,595
E,SinhalaMN,459,460,549,589
E,SinhalaSangamMN,455,466,549,602
E,Skia-Regular,462,447,545,577
E,SnellRoundhand,451,451,580,597
E,StencilStd,441,425,556,574
E,SukhumvitSet-Medium,461,476,544,610
E,Superclarendon-Regular,430,449,567,597
E,Symbol,464,426,549,570
E,Tahoma,458,455,549,600
E,TamilMN,459,460,549,589
E,TamilSangamMN,455,439,549,575
E,TektonPro-Bold,454,438,550,571
E,TeluguMN,459,460,549,589
E,TeluguSangamMN,452,452,553,598
E,Thonburi,456,457,547,608
E,Times-Roman,441,442,558,574
E,TimesNewRomanPS-BoldMT,437,457,557,589
E,TimesNewRomanPSMT,443,457,556,589
E,TrajanPro-Regular,457,422,545,576
E,Trattatello,454,502,542,618
E,Trebuchet-BoldItalic,445,450,563,593
E,TrebuchetMS,460,450,546,593
E,Verdana,456,455,552,600
E,Waseem,464,445,549,589
E,WaseemLight,464,445,549,589
E,Webdings,400,434,599,619
E,Wingdings-Regular,422,473,577,549
E,Wingdings2,422,462,577,544
E,Wingdings3,428,448,572,592
E,Yantramanav-Regular,462,466,547,593
E,ZapfDingbatsITC,464,437,549,581
E,Zapfino,427,466,652,691
F,ACaslonPro-Regular,446,431,561,574
F,AGaramondPro-Regular,453,440,544,573
F,AdobeArabic-Regular,466,482,534,574
F,AdobeDevanagari-Regular,458,451,541,571
F,AdobeFanHeitiStd-Bold,463,435,542,587
F,AdobeFangsongStd-Regular,454,440,548,587
F,AdobeGothicStd-Bold,461,434,543,587
F,AdobeHebrew-Regular,453,440,546,572
F,AdobeHeitiStd-Regular,463,435,542,587
F,AdobeKaitiStd-Regular,453,440,548,587
F,AdobeMingStd-Light,437,441,564,587
F,AdobeMyungjoStd-Medium,440,444,558,587
F,AdobeNaskh-Medium,462,466,535,559
F,AdobeSongStd-Light,457,462,543,587
F,AlBayan,464,455,545,599
F,AlNile,464,438,545,582
F,AlTarikh,464,411,545,555
F,AmericanTypewriter,441,456,557,591
F,AndaleMono,465,453,537,590
F,Apple-Chancery,441,479,581,614
F,AppleBraille,462,427,545,578
F,AppleColorEmoji,462,448,545,599
F,AppleGothic,452,433,550,589
F,AppleMyungjo,439,442,558,586
F,AppleSDGothicNeo-Regular,465,447,542,581
F,AppleSymbols,471,459,531,566
F,Arial-Black,447,467,557,610
F,ArialHebrew,464,428,545,572
F,ArialHebrewScholar,464,428,545,572
F,ArialMT,455,447,551,590
F,ArialNarrow,463,450,542,593
F,ArialRoundedMTBold,455,451,554,597
F,ArialUnicodeMS,455,463,551,606
F,Athelas-Regular,452,456,550,588
F,Avenir-Black,456,458,551,599
F,AvenirNext-Regular,462,458,548,599
F,AvenirNextCondensed-Regular,476,458,532,599
F,Ayuthaya,462,455,545,606
F,Baghdad,464,447,545,591
F,BanglaMN,460,458,557,605
F,BanglaSangamMN,458,445,547,581
F,Baskerville,450,457,554,589
F,Beirut,461,432,551,576
F,BigCaslon-Medium,442,450,568,593
F,BirchStd,471,425,525,574
F,BlackoakStd,328,425,670,574
F,BodoniOrnamentsITCTT,483,429,517,615
F,BodoniSvtyTwoITCTT-Book,451,453,554,594
F,BodoniSvtyTwoOSITCTT-Book,451,453,554,594
F,BodoniSvtyTwoSCITCTT-Book,451,453,554,594
F,BradleyHandITCTT-Bold,450,479,558,597
F,BrushScriptMT,444,464,568,619
F,BrushScriptStd,440,431,585,600
F,Chalkboard,456,465,541,602
F,ChalkboardSE-Regular,455,481,542,618
F,Chalkduster,431,453,577,601
F,Champagne&Limousines,473,445,533,583
F,ChaparralPro-Regular,456,443,544,574
F,CharlemagneStd-Bold,445,414,551,571
F,Charter-Black,445,463,554,597
F,Cochin,444,459,555,590
F,ComicSansMS,455,457,556,621
F,CooperBlackStd,433,428,571,573
F,Copperplate,452,467,556,576
F,CorsivaHebrew,464,418,545,562
F,Courier,449,460,548,575
F,CourierNewPS-BoldMT,449,465,557,583
F,CourierNewPSMT,455,469,551,583
F,DINAlternate-Bold,461,451,551,593
F,DINCondensed-Bold,472,429,533,571
F,Damascus,464,413,545,557
F,DamascusBold,461,413,551,557
F,DamascusLight,464,413,545,557
F,DamascusMedium,461,413,551,557
